artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
MiyaGi,Сонная лощина,3czjqhePytmioWw3lVldX8,52.0,0.679,0.694,1.0,-7.874,0.0,0.257,0.71,2.52e-06,0.136,0.745,149.911
StaFFord63,Ксенон и тонировка,6ZEXu7gQSkSsV5XDBHaqld,22.0,0.676,0.5,11.0,-9.583,0.0,0.0563,0.0359,0.00164,0.127,0.171,92.039
Gamora,Ау,0PfPMNgMQP3vdF6aZU7Gv0,32.0,0.624,0.876,9.0,-6.298,1.0,0.456,0.29,0.0,0.282,0.678,147.924
Местный,Солдаты,7jsYEwsKHER6YrR5oYcO3O,0.0,0.71,0.659,3.0,-6.271,0.0,0.348,0.125,0.0,0.137,0.355,104.658
Местный,Странно,1eh2hhBC6rMkUNUp08d8Gr,0.0,0.653,0.692,8.0,-6.093,1.0,0.429,0.356,0.0,0.0856,0.554,85.114
ВАРГРАД,Стая,22117D5gBBYGJi6Hro5GBS,19.0,0.804,0.889,6.0,-5.16,0.0,0.28,0.162,0.0,0.0928,0.601,91.974
Kaspiyskiy Gruz,По лбу.,5Qy87iCo8p1VnS1De8X2PG,21.0,0.569,0.795,9.0,-6.704,0.0,0.198,0.295,0.0,0.31,0.23,154.107
Kaspiyskiy Gruz,Афганистан,4CnZFsEm7ZPGLQM0qj1QWo,25.0,0.625,0.496,2.0,-9.881,1.0,0.0921,0.293,1.83e-05,0.222,0.215,146.003
Местный,Всё нормально,4BfjxDJ4E7vSNeQHJ8dlwz,0.0,0.63,0.743,1.0,-7.722,1.0,0.394,0.393,0.0,0.118,0.536,160.056
БРАТУБРАТ,В каждый таз,5IYxM2QhxH1xjy2RvBQf6T,0.0,0.721,0.857,0.0,-5.926,0.0,0.31,0.297,9.58e-06,0.309,0.933,76.003
Simaga,На связи (feat. shot),4vrHmVmtufa4wfP9TCCJo5,24.0,0.759,0.604,1.0,-7.217,1.0,0.0962,0.101,0.0,0.136,0.472,84.991
MiyaGi & Endspiel,Hustle,6jgzgPDb0etlzxEZV12EmY,51.0,0.6,0.757,1.0,-7.666,1.0,0.135,0.0335,0.000165,0.296,0.443,73.061
Andery Toronto,До небес,1jGUG234vAsG4eMKZGMg6T,25.0,0.55,0.758,9.0,-4.762,0.0,0.289,0.193,0.0,0.0721,0.443,84.592
Orheyn,Jannaya,4xqPB7sGQYd05MC2nS3E1V,7.0,0.612,0.49,4.0,-10.261,0.0,0.0918,0.24,0.000907,0.358,0.894,152.011
Chester Nebro,Хлам,78G01XpFmRAOGE4o8KFlzD,36.0,0.702,0.745,9.0,-6.177,1.0,0.0655,0.015,4.37e-06,0.203,0.354,128.018
Chester Nebro,Уведи меня за собой,5eM7BYfmKceIm5Dv4FjacW,21.0,0.595,0.837,7.0,-6.104,0.0,0.0752,0.465,0.0,0.216,0.313,102.005
MAXIFAM,Бесцеремонная сука,28GfiQpByoIU1KwG5YhkBH,3.0,0.837,0.577,1.0,-6.506,1.0,0.419,0.436,0.0,0.0849,0.823,81.954
Сережа Местный,Воспитала,1BKScJCplpAT8L4SAjHgsT,18.0,0.64,0.83,1.0,-4.631,1.0,0.396,0.106,0.0,0.103,0.653,169.891
Местный,Одним днём,1b9s4EHmdT9SP3rzwNXQto,17.0,0.764,0.764,9.0,-6.599,0.0,0.408,0.628,0.0,0.0919,0.223,86.978
Rem Digga,На юг,0jsFafckbVIDaq7Ubi0yTX,36.0,0.831,0.531,6.0,-8.865,0.0,0.0855,0.705,0.0,0.128,0.193,119.982
Chester Nebro,My Gang,0rOAtBvCSsHDWxMlev6Bil,21.0,0.75,0.76,3.0,-5.35,0.0,0.0457,0.00975,0.0,0.124,0.487,127.955
Andery Toronto,Подогрев,1FUEYboLIRAV2zLBqxgK53,21.0,0.676,0.714,1.0,-8.137,1.0,0.284,0.199,0.0,0.139,0.397,79.993
MiyaGi,Marlboro,1ZpDPZU5LeMqqLAAOxqPMh,3.0,0.561,0.515,2.0,-7.07,1.0,0.102,0.395,0.0156,0.17,0.0593,77.897
Andery Toronto,В этих краях,4USrG9mH1gNdpRilPBx1Lc,18.0,0.746,0.619,0.0,-9.032,0.0,0.526,0.381,0.0,0.104,0.745,145.769
Mezza,БМВ или МЕРС,4s91zAG5CArR56FQpeJprn,32.0,0.735,0.444,1.0,-9.333,1.0,0.103,0.101,0.0,0.102,0.185,115.507
MACAN,M16,4GW1YB8tJ2fDcKQftYd7We,28.0,0.882,0.567,8.0,-7.685,0.0,0.196,0.335,0.0,0.105,0.746,85.049
БРДК,N.M.,3To34g1YRg6aiY5ertjyJA,13.0,0.732,0.674,11.0,-7.152,0.0,0.218,0.727,0.0,0.381,0.514,168.113
Бардак,Хасла,7lmfcCMNLUGCx08OeG03gr,19.0,0.893,0.604,10.0,-5.278,0.0,0.355,0.107,0.0,0.093,0.608,86.978
Chester Nebro,По белому,5naD1NnFzHXiiJWGQrsI9p,30.0,0.416,0.634,1.0,-4.946,0.0,0.227,0.506,0.0,0.143,0.778,72.032
Young Buck,Do It Like Me,3QZgmLxDNni6OK6585IH6S,0.0,0.773,0.777,6.0,-3.666,0.0,0.373,0.151,0.0,0.0816,0.594,92.735
50 Cent,Outta Control,12k0ULCKBLP1CpscxX1Y4w,0.0,0.693,0.742,2.0,-4.315,1.0,0.158,0.296,0.0,0.164,0.46,96.056
Eminem,Jimmy Crack Corn,2wjJrxQMrQ7thWQQ62NmV8,38.0,0.585,0.817,6.0,-2.577,1.0,0.295,0.0079,0.0,0.2,0.325,124.128
50 Cent,U Not Like Me,742YUMNQUsopCisdXbnFhL,0.0,0.792,0.846,11.0,-1.828,1.0,0.321,0.0533,0.0,0.0632,0.803,91.616
G-Unit,Party Ain't Over,2tvP8pZhPhUrlvZNH9GTH3,0.0,0.524,0.907,1.0,-3.828,1.0,0.396,0.198,0.0,0.509,0.538,66.439
G-Unit,Chase Da Cat,5tzr9EB0ZUToxk79Q9mVkP,0.0,0.624,0.721,7.0,-3.778,1.0,0.429,0.211,0.0,0.0874,0.662,96.048
G-Unit,Piano Man,7MXHGFVPuwzfW9Zt5dMt7Q,0.0,0.558,0.672,10.0,-3.531,0.0,0.529,0.0406,0.0,0.245,0.578,177.952
DMX,Shot Down,3CwylNBnGIfYLy0pbCTL76,34.0,0.844,0.847,1.0,-3.652,1.0,0.449,0.14,0.0,0.103,0.663,91.44
Notorious B.I.G. & 50 Cent,Realest N*ggas - Notorious B.I.G. & 50 Cent,7k9XAKJp28xmRnPPCkWOKn,0.0,0.903,0.727,6.0,-3.983,1.0,0.423,0.4,2.68e-06,0.157,0.795,95.67
"50 Cent, DJ Whoo Kid",South Side,40F7OAth7dEziY0Uyx5I2k,31.0,0.8,0.7,1.0,-8.041,1.0,0.358,0.0943,0.0,0.273,0.898,134.2
G Unit,OJ,27qsmQQ83Foxt653rfDMsh,12.0,0.936,0.666,1.0,-4.607,1.0,0.0649,0.112,4.01e-06,0.0492,0.231,135.06
The Game,Put You On The Game,3OkORslI7AcejLNnMVM92o,2.0,0.503,0.735,7.0,-4.182,1.0,0.333,0.0197,0.0,0.102,0.694,175.972
The Game,Higher,7acbhDqMaZyH2Pv7acMFuW,0.0,0.61,0.746,1.0,-6.384,0.0,0.291,0.362,0.0,0.191,0.677,96.098
DMX,Where The Hood At,7fXb8yG4gCsioqzJNZOv69,61.0,0.536,0.948,5.0,-3.08,0.0,0.38,0.158,0.0,0.356,0.761,186.068
Eminem,Go To Sleep,49WcLDJOqgpl3yYkRM8AHL,4.0,0.571,0.861,7.0,-2.696,1.0,0.383,0.00172,0.0,0.317,0.372,179.814
DMX,Ruff Ryders' Anthem,4Zvw81fVFWWSYTDi6Cs8w5,1.0,0.881,0.574,10.0,-8.134,0.0,0.277,0.0531,1.51e-06,0.203,0.738,90.957
DMX,X Gon' Give It To Ya,2NeHnSFnwNp1Z5WYgcjJ8L,12.0,0.678,0.857,10.0,-5.173,0.0,0.216,0.0325,0.0,0.0788,0.622,94.95
DMX,Party Up,2AaknMNIfzMqZGvbcDsJHZ,5.0,0.51,0.931,11.0,-3.302,1.0,0.347,0.0738,0.0,0.5,0.53,201.936
DMX,ATF,0RU8DZzOPoLgZzEa5wQkq2,0.0,0.842,0.907,5.0,-6.082,1.0,0.302,0.00836,2.01e-05,0.213,0.195,100.083
Young Buck,Say It To My Face,1WMKmnOvZYouMzaeEDxYUu,0.0,0.643,0.942,11.0,-2.826,0.0,0.303,0.122,0.0,0.0777,0.331,167.887
Young Buck,Buss Yo' Head,3UtViEaas0MMrCM00nO61w,0.0,0.581,0.843,1.0,-5.114,0.0,0.171,0.0317,0.0,0.162,0.56,150.007
Jeezy,Gangsta Music,3B6cZYrdB9e6DGYV5st3J5,0.0,0.608,0.684,7.0,-6.326,1.0,0.204,0.00676,0.0,0.359,0.266,145.005
Jeezy,Thug Motivation 101,11Tfxz9hfGSoc9Mv3egU3B,0.0,0.634,0.694,1.0,-7.173,1.0,0.0801,0.0538,0.0,0.107,0.234,75.0
Xzibit,X,16LnNR25rqcvQVNv5UEQ7g,61.0,0.935,0.608,4.0,-5.583,0.0,0.233,0.102,0.0,0.0891,0.829,96.913
Ice Cube,Why We Thugs,5ngSGTy4Tw8cIBCMeIgoc9,62.0,0.755,0.604,1.0,-5.436,1.0,0.417,0.382,0.0,0.125,0.663,98.458
YG,My Nigga,7hpGGPTNTgdmyjtudEmLfX,48.0,0.665,0.475,10.0,-6.58,0.0,0.224,0.0756,0.0,0.176,0.785,171.255
Gang Starr,All For The Cash,65kcG8CSOM1WkhhOcufHU2,0.0,0.658,0.625,10.0,-6.873,0.0,0.203,0.0224,0.00509,0.103,0.905,84.178
Eminem,'Till I Collapse,4xkOaSrkexMciUUogZKVTS,83.0,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447
YG,Who Do You Love?,3DvXCbvkyzyfRYiWOJKWEr,1.0,0.68,0.417,9.0,-9.749,1.0,0.51,0.0288,0.0,0.0875,0.146,193.257
The Game,My Life,27jrbPwbrJJllGqvmid5fc,19.0,0.679,0.772,8.0,-5.071,0.0,0.35,0.074,0.0,0.0476,0.387,148.149
Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",3i1B1PnsfnOQPGVIzhf1lr,73.0,0.723,0.732,11.0,-5.514,1.0,0.0864,0.11,0.0,0.484,0.503,104.991
YG,Meet The Flockers,1CIBeW2oIIXfECP1KwVbKb,0.0,0.731,0.429,1.0,-8.167,1.0,0.171,0.0156,0.0,0.109,0.367,85.687
YG,"Left, Right",7nGxjom5uIQeZs5SuQAlt5,0.0,0.573,0.734,2.0,-8.216,1.0,0.363,0.0386,0.0,0.68,0.249,94.843
YG,I Just Wanna Party,1FIjV1MDzgtRoXP7FaSkbr,0.0,0.8,0.502,11.0,-7.714,0.0,0.233,0.00924,0.0,0.2,0.122,95.093
ScHoolboy Q,Sacrilegious,4L3hja5ROnBDN5So4bUEo3,51.0,0.773,0.508,9.0,-8.583,0.0,0.0558,0.32,0.102,0.106,0.496,133.966
The Game,Don't Trip,0fjZCWrP7r0Gzar4lLId62,35.0,0.812,0.626,7.0,-7.504,1.0,0.366,0.169,0.0,0.534,0.505,100.968
The Game,Standing on Ferraris,24poDm4fvzXqt74loxSKdn,29.0,0.669,0.764,0.0,-6.618,1.0,0.437,0.202,0.0,0.421,0.766,111.805
Fat Joe,All The Way Up,61QSuw5VlC0LTS8WMO356g,68.0,0.536,0.721,10.0,-6.44,0.0,0.386,0.062,0.0,0.824,0.393,117.139
Lloyd Banks,Cake,1foA2rJVr7vaBfFIDVeexw,0.0,0.553,0.862,9.0,-5.521,0.0,0.506,0.158,0.0,0.109,0.716,123.743
Young Buck,Let Me In,6EaLyLT4d2bvzX2XYYztQb,0.0,0.685,0.89,1.0,-4.302,0.0,0.32,0.117,0.0,0.0399,0.67,91.196
Ruff Ryders,WW III,6LH6IWKmglYak5gTQAAg3f,0.0,0.714,0.622,1.0,-6.947,1.0,0.384,0.0329,0.0,0.346,0.41,89.063
50 Cent,If I Can't,6mcu7D7QuABVwUGDwovOEh,65.0,0.886,0.626,11.0,-2.528,0.0,0.277,0.265,0.0,0.024,0.856,93.989
DMX,X Gon' Give It To Ya,4zsvG9puhnFUrm5grqLYii,2.0,0.761,0.899,10.0,-3.09,0.0,0.183,0.0135,0.0,0.0719,0.673,95.027
Dr. Dre,What's The Difference,2Dts49OexROL2KvCK2sokf,12.0,0.782,0.819,11.0,-0.158,0.0,0.251,0.252,0.0,0.133,0.725,91.824
50 Cent,Piggy Bank,4f6EmVhrIZpKr4cRyCi3Jk,0.0,0.569,0.855,10.0,-4.118,0.0,0.285,0.0123,0.0,0.332,0.866,86.021
Lloyd Banks,Warrior Part 2,1IHfyBtCyWwjnZHnAhN22F,0.0,0.716,0.893,10.0,-2.397,0.0,0.261,0.119,0.0,0.247,0.889,172.153
Disturbing Tha Peace,Move Bitch,77dC7dKzMm65Y9jkJs0Ssd,3.0,0.777,0.764,1.0,-5.682,1.0,0.14,0.243,0.0,0.103,0.174,177.868
G Unit,Wait A Minute,4lDnze4JwIxRlN77meRYue,11.0,0.719,0.683,11.0,-5.269,0.0,0.315,0.0908,0.0,0.366,0.455,140.105
Young Buck,Get Buck,1sL25mF0g1qMJbAPDfacum,0.0,0.797,0.667,1.0,-6.095,0.0,0.158,0.545,0.0,0.0357,0.621,76.51
Makaveli,Hail Mary,4akCwzFRS8Syu5uFy7L1sG,67.0,0.654,0.637,10.0,-6.915,0.0,0.293,0.158,1.28e-05,0.338,0.364,81.947
Lil Scrappy,"N****, What's Up (feat. 50 Cent)",2vaVXGQMA2Gtvi67xLjv9h,10.0,0.759,0.822,7.0,-7.098,1.0,0.257,0.000826,4.34e-05,0.301,0.168,89.991
Slim Thug,Thug,4hFV8xf1MD6Tmg2g0XltTY,52.0,0.781,0.71,1.0,-3.683,0.0,0.0903,0.00888,0.003,0.12,0.317,156.068
Obie Trice,We All Die One Day,1afAuu13OoyHaNqVRgNm92,0.0,0.803,0.875,4.0,-2.837,1.0,0.24,0.0229,0.0,0.368,0.356,93.958
Snoop Dogg,Bitch Please,5Sm1X46tna50RstHZvw072,61.0,0.869,0.697,7.0,-4.639,1.0,0.187,0.00838,0.0,0.297,0.804,95.03
Young Buck,Don't Need No Help,4OsMiEQ5hyP0cXMpLAaVHe,35.0,0.712,0.868,8.0,-5.617,0.0,0.458,0.441,0.0,0.225,0.944,76.268
50 Cent,I'll Whip Ya Head Boy,0GCh3K0s5opTzyU1mpdsSU,0.0,0.423,0.793,9.0,-4.153,1.0,0.242,0.141,0.0,0.231,0.587,53.952
Ice Cube,Smoke Some Weed,7uE5g6xnf80YRfavpReowD,51.0,0.741,0.849,8.0,-4.407,1.0,0.242,0.021,0.00449,0.104,0.485,85.96
Warren G,Party We Will Throw Now!,0KbIwqCAHmXWu7hrszXY6j,64.0,0.934,0.562,4.0,-4.609,0.0,0.24,0.0476,1.31e-06,0.0608,0.712,96.792
JAY-Z,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,77.0,0.788,0.859,1.0,-5.542,1.0,0.315,0.127,0.0,0.348,0.769,140.027
2Pac,Breathin,2lCdyF2a9EcdBD7C6c99iI,1.0,0.868,0.718,1.0,-5.453,0.0,0.288,0.0162,0.0,0.21,0.598,83.015
The Notorious B.I.G.,Who Shot Ya? - 2005 Remaster,4VzCNmuj3f8RtWpSKFZiLp,47.0,0.845,0.744,7.0,-4.886,1.0,0.277,0.194,0.0,0.549,0.645,91.693
Ice Cube,Ghetto Vet,5oc70i45QAxUeE9mj5dAsB,38.0,0.598,0.835,2.0,-7.28,1.0,0.338,0.0674,0.0,0.725,0.601,178.683
Eminem,Without Me,5pBvNeOAJ54zgd5lEOmM3b,11.0,0.919,0.657,7.0,-2.823,1.0,0.0907,0.00293,0.0,0.356,0.659,112.23
50 Cent,Smoke,3GaYENEtvaA1lpI9DEG0Cr,0.0,0.411,0.873,7.0,-5.004,1.0,0.52,0.0524,0.0,0.243,0.573,173.272
50 Cent,Pilot,2caf8plDefqF1DXxAFWzgx,0.0,0.777,0.783,1.0,-5.894,1.0,0.2,0.0143,0.0,0.346,0.699,141.615
G-Unit,I Don't Fuck With You,4iEQnOoWivOB1d3s340Smk,0.0,0.723,0.841,9.0,-4.998,0.0,0.337,0.269,0.00114,0.188,0.557,139.845
Jae Mansa,My Life (feat. YK Osiris),6bc5RKT0IZyUnyfOaH4eNl,47.0,0.702,0.742,11.0,-5.397,0.0,0.119,0.0286,0.0,0.33,0.808,155.055
G-Unit,Digital Scale,4H0dBxR0oAj3SWItssU4JN,0.0,0.696,0.822,1.0,-5.008,1.0,0.336,0.0828,0.0,0.36,0.691,84.062
Jeriqo,Holdin on All Day,2mVdGXEfBzV1yJNq64nvVy,47.0,0.817,0.647,5.0,-5.871,0.0,0.061,0.0163,0.251,0.275,0.539,143.583
R-Mean,Sweet Victory,7hi2T35u4em3FUtakLNb0V,43.0,0.502,0.736,9.0,-8.48,1.0,0.385,0.00617,0.0,0.158,0.393,178.22
TOKiMONSTA,Fried for the Night,3QazdB2A3e0NcJpNtQmz20,47.0,0.808,0.863,5.0,-4.398,0.0,0.0744,0.228,0.0,0.156,0.672,140.001
SGE Kash,Trust Issues,7JgG9KxAl0uhCPOLSdQjlg,40.0,0.653,0.491,10.0,-8.501,0.0,0.44,0.0108,0.0,0.164,0.244,160.924
Rick Ross,Hustlin',5Nc9xNlB70aD5DltYd3eoa,27.0,0.673,0.693,8.0,-6.872,0.0,0.265,0.055,0.0,0.0519,0.638,136.108
Eminem,Detroit Vs. Everybody,3nU6ip6YOygqR3MJjFEb4Z,48.0,0.531,0.759,11.0,-7.002,0.0,0.387,0.0706,0.0,0.318,0.304,175.89
YNG Martyr,Nike Ticks,16PmczUxlX7dpr6ror6pXd,65.0,0.779,0.435,10.0,-12.745,0.0,0.542,0.334,0.000114,0.0924,0.525,188.223
Big Sean,I Don't Fuck With You,4w7yrP4RAeeyhfG9nJqQvS,5.0,0.823,0.733,1.0,-5.474,1.0,0.0628,0.0349,0.0,0.324,0.397,97.972
SASH,Dirt,1JXMGldyq6kP7gubarTwG1,45.0,0.884,0.266,9.0,-11.902,1.0,0.0768,0.745,0.0439,0.105,0.0466,120.021
Jamballaz,Good Girl,6AFzla9oPYEXdP8zf2GfdN,36.0,0.798,0.735,9.0,-6.718,1.0,0.0724,0.00534,3.26e-06,0.118,0.0465,119.978
50 Cent,When It Rains It Pours,6fGjvkhTXsV5II8ynoSSfG,1.0,0.727,0.74,2.0,-3.401,1.0,0.153,0.012,0.0,0.294,0.221,82.031
Ice Cube,No Vaseline,7L7JF5RZ2s5Pb0qSV3V5cW,3.0,0.574,0.927,11.0,-5.536,0.0,0.377,0.0384,0.0,0.137,0.51,105.575
Pasto Flocco,Catch Up,53hVPJEU8QOtEkHekMVFNU,51.0,0.831,0.711,5.0,-4.52,1.0,0.071,0.187,0.0,0.0954,0.597,112.093
DA Image,Upper Echelon,2oJzaSnfdaF5NilLDgAvLd,38.0,0.798,0.553,0.0,-7.671,1.0,0.237,0.118,0.0,0.112,0.597,93.902
El-P,EMG,3c8UX4JbU8uNtcammOIFvo,39.0,0.635,0.827,1.0,-4.791,1.0,0.205,0.0498,0.0,0.811,0.312,89.909
Mishaal,Arabian Knights,6aQOdVS4SLBoCk4ZDfFEPg,48.0,0.74,0.388,6.0,-10.977,0.0,0.057,0.432,2.27e-06,0.0885,0.66,75.992
G-Unit,Changes,5E9M19xu3ajER8Cn8EYDAr,0.0,0.7,0.723,7.0,-5.407,1.0,0.361,0.48,0.0,0.119,0.357,86.864
50 Cent,No Romeo No Juliet,5CE1jL4dkfZlX5CiHZh5ap,59.0,0.838,0.609,3.0,-5.643,0.0,0.219,0.341,0.0,0.0578,0.394,120.073
Christian French,head first,1nDOeWBfRKA5YNQ8bKWzMM,68.0,0.909,0.392,6.0,-6.221,0.0,0.0652,0.278,1.77e-06,0.106,0.61,127.052
Dr. Dre,"Nuthin' But A ""G"" Thang",72xXeUmBQDakumKfsTn3io,3.0,0.803,0.705,11.0,-8.853,0.0,0.279,0.00543,0.0,0.154,0.707,94.622
Stormzy,Shut Up - Studio Version,4P3L9MQSsM5OMtQjEaYt0I,2.0,0.462,0.668,4.0,-9.658,1.0,0.563,0.831,0.0,0.636,0.95,86.993
DJ Paul,I'm So Juiced Up,6h3icF7e362cGSEOut34PQ,49.0,0.674,0.862,1.0,-4.858,1.0,0.0865,0.0162,0.0,0.38,0.244,142.091
50 Cent,Best Friend,3JkSuHgKAa9l49gpJPGQBC,1.0,0.549,0.636,10.0,-3.923,0.0,0.376,0.395,0.0,0.0974,0.661,182.363
Ice Cube,It Was A Good Day,2qOm7ukLyHUXWyR4ZWLwxA,74.0,0.798,0.744,7.0,-5.328,0.0,0.136,0.33,0.000106,0.292,0.794,82.356
Bad Meets Evil,Fast Lane,6cTLMb7FncAoQNMUZPFrCT,4.0,0.614,0.868,1.0,-3.833,1.0,0.28,0.0484,0.0,0.231,0.361,115.913
M O P,Ante Up,4udc6XovxThag5LUUZfbiX,43.0,0.636,0.864,1.0,-8.125,1.0,0.298,0.00574,0.0,0.341,0.813,96.663
D12,Loyalty,5UeZsDGv8sYztBH8FJaPRD,0.0,0.689,0.848,7.0,-5.522,1.0,0.344,0.0373,0.0,0.153,0.809,177.387
Ice Cube,Check Yo Self - Remix,3NGT0Td7H4Is1qrlDQJxma,69.0,0.934,0.735,1.0,-6.668,1.0,0.251,0.031,8.6e-06,0.107,0.768,101.368
Eminem,Phenomenal,014V6u9VubefjaPPl1QkTJ,1.0,0.64,0.841,1.0,-2.426,0.0,0.0466,0.153,0.0,0.0457,0.0471,121.075
D12,How Come,3V608tXKQzlFg59P1ddJ0x,1.0,0.75,0.851,9.0,-2.197,1.0,0.202,0.256,0.0,0.215,0.54,90.001
Ice Cube,Smoke Some Weed,7uTx2o4PJ7UC0oNjtGkaS6,34.0,0.74,0.832,8.0,-4.912,1.0,0.221,0.0179,0.0049,0.0797,0.473,86.0
Ice Cube,"Y'all Know How I Am Feat. Omg, Doughboy, Wc, Maylay",5CBuIC7TMAIN82W9bJRePd,28.0,0.815,0.713,3.0,-3.539,0.0,0.31,0.0155,0.0,0.0813,0.229,89.989
Rotimi,Lotto,2MC3kUK90yY3Agkw9jHAuF,0.0,0.724,0.528,7.0,-7.945,1.0,0.193,0.00758,0.0,0.534,0.343,90.034
Bad Meets Evil,Take From Me,61AX466Hnmc8yrG87MJFZe,0.0,0.7,0.771,1.0,-5.187,1.0,0.226,0.0302,0.0,0.319,0.621,146.93
Bad Meets Evil,Echo,5rieca2NXyJrhqjQi1hRdD,0.0,0.551,0.84,7.0,-3.474,1.0,0.135,0.197,1.05e-05,0.286,0.478,147.014
Eminem,My Darling,0HjdsfmhSJmGYt2L3BO5jR,0.0,0.511,0.79,4.0,-6.592,1.0,0.449,0.319,0.0,0.265,0.456,170.903
Eminem,Hello,2Dr76N76UX0xtZoLvwe3WY,0.0,0.862,0.936,10.0,-5.782,0.0,0.189,0.149,0.0,0.551,0.718,96.0
Eminem,The Real Slim Shady,1MYlx4dBtiyjn7K8YSyfzT,10.0,0.947,0.655,5.0,-4.243,0.0,0.0609,0.0331,0.0,0.0433,0.787,104.485
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",7w9bgPAmPTtrkt2v16QWvQ,21.0,0.701,0.728,2.0,-4.554,1.0,0.255,0.00971,0.00115,0.361,0.0591,171.388
Eminem,Spend Some Time,2Q7sv9S6AaKBjNn7DKIJKD,0.0,0.695,0.61,5.0,-5.133,1.0,0.228,0.0561,1.19e-05,0.123,0.133,83.659
Eminem,Drop The Bomb On 'Em,42LiXQn3xibOEodtBMoJp3,0.0,0.892,0.693,11.0,-4.048,0.0,0.215,0.0277,0.0,0.123,0.357,91.989
Eminem,Beautiful Pain,0mwXfPCm4AMaz9J0Cn7FXJ,10.0,0.682,0.813,6.0,-4.549,0.0,0.443,0.0665,0.0,0.136,0.435,165.439
D12,American Psycho II,2Zuv8yMOYeF2TFERAOWJgS,1.0,0.646,0.83,6.0,-4.456,0.0,0.32,0.403,0.0,0.138,0.71,93.364
D12,I Made It (feat. Trick Trick),0eJzykWzPq1TW7hrvMxKc9,38.0,0.665,0.658,4.0,-8.1,0.0,0.279,0.00509,0.0,0.0935,0.426,90.018
D12,Girls,3YoW2uHZvtHg6WPUVuJNtx,0.0,0.73,0.496,9.0,-6.538,1.0,0.308,0.131,0.0,0.0982,0.225,82.418
D12,Pimp Like Me,6Js75PRS6otkphpPKtIrcp,0.0,0.878,0.544,9.0,-4.618,0.0,0.284,0.0981,0.0,0.198,0.546,135.987
Rae Sremmurd,This Could Be Us,76v0OHTbZGeOZYmaLtEDhQ,4.0,0.728,0.694,0.0,-5.07,0.0,0.161,0.281,0.0,0.118,0.74,143.078
T.I.,DOPE,1bhMShL0zpfdU9ipnjFt3v,0.0,0.654,0.818,5.0,-4.944,0.0,0.296,0.00949,0.0,0.0652,0.564,94.971
Akon,Gangsta Bop,56j240KFU0V3pm1FVRVHTT,28.0,0.756,0.349,5.0,-6.942,0.0,0.16,0.0739,0.0,0.0589,0.832,175.93
T.I.,That's All She Wrote (feat. Eminem),4UwtMoKBvYi0mMbH2ZI3uB,3.0,0.496,0.785,7.0,-3.472,1.0,0.306,0.0328,0.0,0.0941,0.357,170.02
Kanye West,All Of The Lights,1XvHiCTd0MDb16S8bQNl74,7.0,0.546,0.796,1.0,-3.263,1.0,0.0639,0.0909,2.73e-05,0.19,0.254,142.123
Skooly,Proud Of You,6axmyjkLHvdunPgr3lArhQ,15.0,0.702,0.67,1.0,-5.684,0.0,0.0873,0.0535,0.0,0.0813,0.782,75.975
Block Scholars,Got It,3YCxqkIRn0PY8sC7AAGghF,27.0,0.719,0.676,5.0,-7.261,1.0,0.35,0.393,0.0,0.0665,0.791,91.63
Nate57,Kunden,5zR3bhyD2fUZISRHRGGGJe,49.0,0.886,0.664,6.0,-6.368,0.0,0.309,0.213,0.000255,0.0655,0.834,148.021
KASIMIR1441,1441,7gVC9FXLXlMla0p34PEhFI,55.0,0.851,0.824,6.0,-11.866,0.0,0.291,0.326,0.0,0.231,0.649,139.945
DJ Razé,Ketten tief,4poHz6pNdkjXD3BrBd9Uk2,62.0,0.754,0.642,0.0,-6.049,0.0,0.127,0.0262,0.0,0.12,0.451,89.999
Reda Rwena,Intro - TBB,3ZaLT1Rul6a66jqg14JNlU,30.0,0.679,0.697,1.0,-7.377,1.0,0.163,0.0825,1.76e-06,0.127,0.0798,94.931
Reda Rwena,Guardia Civil,075NNuZU6IxC7Us3L7ylep,31.0,0.707,0.765,4.0,-7.309,1.0,0.341,0.089,0.0,0.111,0.388,61.956
Reda Rwena,Zérosechsneun,5fQxYrN6RSIxRV7oIus8IF,27.0,0.44,0.804,6.0,-6.079,0.0,0.344,0.112,0.0,0.171,0.379,85.214
AK Ausserkontrolle,Panzaknacka,5m8AOU4gnuD0zuC5TJUc1J,50.0,0.627,0.887,6.0,-8.899,1.0,0.64,0.16,0.0,0.114,0.23,94.52
AK Ausserkontrolle,Gib ihm,6LzaAy52SxEIOoGj7kpkXR,40.0,0.671,0.803,0.0,-7.497,0.0,0.292,0.052,0.000248,0.15,0.762,137.997
AK Ausserkontrolle,Verliebt in den Tod,1i35F26CqncnGG3MNO4K00,42.0,0.65,0.888,7.0,-5.089,1.0,0.322,0.659,4.48e-05,0.105,0.34,91.955
AK Ausserkontrolle,Kristall,5RJ6LmF7ElAfQuCAQ8QDI1,49.0,0.702,0.687,0.0,-4.902,1.0,0.365,0.236,0.0,0.114,0.294,94.74
